x,y,h,longitude,latitude
-61.19503032287706,205.13631514059858,359.80999755859375,123.53704107,41.93994847
-60.659285036076334,205.13520567793063,359.8999938964844,123.53704754,41.93994846
-60.12105559479355,205.13631514059858,359.989990234375,123.53705404,41.93994847
-59.533143417639295,205.1396435286025,0.05999999865889549,123.53706114,41.9399485
-58.992429832164184,205.14186245393844,0.14000000059604645,123.53706767,41.93994852
-58.4500601563332,205.14408137927438,0.23000000417232513,123.53707422,41.93994854
-57.90603438897117,205.14630030382202,0.27000001072883606,123.53708079,41.93994856
-57.361180569373126,205.1496286918259,0.28999999165534973,123.53708737,41.93994859
-56.764987951237266,205.15184761716185,0.28999999165534973,123.53709457,41.93994861
-56.21682195885749,205.1540665424978,0.27000001072883606,123.53710119,41.93994863
-55.66782792206382,205.15628546704542,0.27000001072883606,123.53710782,41.93994865
-55.166860512143224,205.15850439238136,0.25999999046325684,123.53711387,41.93994867
-54.61455429464089,205.1607233177173,0.25,123.53712054,41.93994869
-54.06142003272806,205.16294224305324,0.25,123.53712722,41.93994871
-53.55879654149158,205.1640517049329,0.25,123.53713329,41.93994872
-53.00317814472365,205.16627063026885,0.2199999988079071,123.53714,41.93994874
-52.446731694146564,205.16959901827275,0.20000000298023224,123.53714672,41.93994877
-51.93913992342469,205.1718179436087,0.1899999976158142,123.53715285,41.93994879
-51.43072010826554,205.1740368681563,0.18000000715255737,123.53715899,41.93994881
-50.922300300234184,205.17514633082428,0.1599999964237213,123.53716513,41.93994882
-50.41553657632043,205.17736525616021,0.11999999731779099,123.53717125,41.93994884
-49.90877286055119,205.1784747188282,0.05999999865889549,123.53717737,41.93994885
-49.351498374197554,205.18069364416417,359.9800109863281,123.5371841,41.93994887
-48.84473467415319,205.17958418149615,359.8999938964844,123.53719022,41.93994886
-48.28580412142759,205.1784747188282,359.8299865722656,123.53719697,41.93994885
-47.72687356104219,205.1784747188282,359.7799987792969,123.53720372,41.93994885
-47.16711496951836,205.17625579349223,359.75,123.53721048,41.93994883
-46.658695185442745,205.1740368681563,359.760009765625,123.53721662,41.93994881
-46.097280495315246,205.17292740627667,359.79998779296875,123.5372234,41.9399488
-45.53503776025575,205.1718179436087,359.8399963378906,123.53723019,41.93994879
-45.02496187053869,205.1718179436087,359.8800048828125,123.53723635,41.93994879
-44.461891076521844,205.17292740627667,359.9100036621094,123.53724315,41.9399488
-43.94850301240013,205.1718179436087,359.95001220703125,123.53724935,41.93994879
-43.382948081931275,205.17292740627667,359.9800109863281,123.53725618,41.9399488
-42.81656511359859,205.17292740627667,0.009999999776482582,123.53726302,41.9399488
-42.25018213864028,205.1740368681563,0.05000000074505806,123.53726986,41.93994881
-41.73430991799718,205.17625579349223,0.10000000149011612,123.53727609,41.93994883
-41.215953569875694,205.17736525616021,0.11999999731779099,123.53728235,41.93994884
-40.697597220740064,205.1784747188282,0.1599999964237213,123.53728861,41.93994885
-40.179240872943744,205.17958418149615,0.20000000298023224,123.53729487,41.93994886
-39.659228421008116,205.18291256871177,0.1899999976158142,123.53730115,41.93994889
-39.08622107964871,205.1851314940477,0.18000000715255737,123.53730807,41.93994891
-38.51321374955124,205.1851314940477,0.20000000298023224,123.53731499,41.93994891
-37.991545221214814,205.18624095671566,0.18000000715255737,123.53732129,41.93994892
-37.47070474367222,205.18624095671566,0.15000000596046448,123.53732758,41.93994892
-36.94986426033519,205.18735041938365,0.1599999964237213,123.53733387,41.93994893
-36.42902378287429,205.18735041938365,0.17000000178813934,123.53734016,41.93994893
-35.91066743522094,205.1884598820516,0.15000000596046448,123.53734642,41.93994894
-35.34180032715081,205.1895693447196,0.15000000596046448,123.53735329,41.93994895
-34.772933223535446,205.1895693447196,0.1599999964237213,123.53736016,41.93994895
-34.25623296816526,205.19067880738754,0.10999999940395355,123.5373664,41.93994896
-33.68819390528659,205.19178827005553,0.05999999865889549,123.53737326,41.93994897
-33.12263897802316,205.19289773193518,0.009999999776482582,123.53738009,41.93994898
-32.60676677813491,205.19178827005553,359.9599914550781,123.53738632,41.93994897
-32.04121186109044,205.19067880738754,359.8999938964844,123.53739315,41.93994896
-31.52782379630906,205.1895693447196,359.8399963378906,123.53739935,41.93994895
-30.96558106999935,205.18624095671566,359.7799987792969,123.53740614,41.93994892
-30.40499443384658,205.18291256871177,359.7200012207031,123.53741291,41.93994889
-29.848548023294867,205.17958418149615,359.67999267578125,123.53741963,41.93994886
-29.34509651069036,205.17625579349223,359.6199951171875,123.53742571,41.93994883
-28.7961024975939,205.17514633082428,359.5899963378906,123.53743234,41.93994882
-28.248764583873204,205.1718179436087,359.6300048828125,123.53743895,41.93994879
-27.653400047513184,205.1673800929368,359.6600036621094,123.53744614,41.93994875
-27.058035506163026,205.1640517049329,359.7099914550781,123.53745333,41.93994872
-26.51566585868164,205.16183278038528,359.7900085449219,123.53745988,41.9399487
-25.97412425561739,205.15961385504934,359.8500061035156,123.53746642,41.93994868
-25.386212116369165,205.1573949297134,359.9100036621094,123.53747352,41.93994866
-24.847154641445012,205.1573949297134,359.9800109863281,123.53748003,41.93994866
-24.30892520365426,205.15961385504934,0.05000000074505806,123.53748653,41.93994868
-23.77400795013443,205.1607233177173,0.10000000149011612,123.53749299,41.93994869
-23.23909069431476,205.16294224305324,0.15000000596046448,123.53749945,41.93994871
-22.658630954900577,205.16294224305324,0.18000000715255737,123.53750646,41.93994871
-22.127853922265384,205.16627063026885,0.20999999344348907,123.53751287,41.93994874
-21.597904938272762,205.1684895556048,0.1899999976158142,123.53751927,41.93994876
-21.07126813599022,205.17070848094073,0.14000000059604645,123.53752563,41.93994878
-20.495776669279707,205.17070848094073,0.07999999821186066,123.53753258,41.93994878
-19.97079596132812,205.1718179436087,0.05000000074505806,123.53753892,41.93994879
-19.445815253541184,205.17292740627667,359.9800109863281,123.53754526,41.9399488
-18.920834551853208,205.1718179436087,359.9200134277344,123.5375516,41.93994879
-18.396681894756632,205.17070848094073,359.8699951171875,123.53755793,41.93994878
-17.87335728342856,205.16959901827275,359.80999755859375,123.53756425,41.93994877
-17.30200604547545,205.1684895556048,359.7300109863281,123.53757115,41.93994876
-16.780337529764147,205.16516116760084,359.6700134277344,123.53757745,41.93994873
-16.259497055769287,205.16294224305324,359.6099853515625,123.53758374,41.93994871
-15.738656588852095,205.1573949297134,359.55999755859375,123.53759003,41.93994866
-15.220300250585838,205.15517600437747,359.55999755859375,123.53759629,41.93994864
-14.65474533248435,205.15184761716185,359.55999755859375,123.53760312,41.93994861
-14.136388998945547,205.14630030382202,359.57000732421875,123.53760938,41.93994856
-13.619688750058936,205.14408137927438,359.5799865722656,123.53761562,41.93994854
-13.10298850172629,205.14075299127046,359.6000061035156,123.53762186,41.93994851
-12.587944339656028,205.1396435286025,359.6199951171875,123.53762808,41.9399485
-12.024873555708151,205.13631514059858,359.6600036621094,123.53763488,41.93994847
-11.509829396755668,205.13298675338302,359.70001220703125,123.5376411,41.93994844
-10.993957192557717,205.12965836537907,359.7200012207031,123.53764733,41.93994841
-10.477256938650331,205.1285489027111,359.739990234375,123.53765357,41.9399484
-9.959728639819774,205.12743944004313,359.7799987792969,123.53765982,41.93994839
-9.395001761491075,205.12522051549553,359.82000732421875,123.53766664,41.93994837
-8.875817370155689,205.12522051549553,359.8500061035156,123.53767291,41.93994837
-8.357461026202902,205.1230015901596,359.8800048828125,123.53767917,41.93994835
-7.836620544004683,205.1230015901596,359.9100036621094,123.53768546,41.93994835
-7.267753437353209,205.1218921274916,359.95001220703125,123.53769233,41.93994834
-6.746912955073313,205.1218921274916,359.9700012207031,123.53769862,41.93994834
-6.226072472793416,205.1218921274916,0.009999999776482582,123.53770491,41.93994834
-5.701919810289732,205.1218921274916,0.05000000074505806,123.53771124,41.93994834
-5.179423236497347,205.1230015901596,0.07999999821186066,123.53771755,41.93994835
-4.656098618107331,205.12411105282754,0.10999999940395355,123.53772387,41.93994836
-4.131945954591318,205.12411105282754,0.14000000059604645,123.5377302,41.93994836
-3.6077932905095342,205.12522051549553,0.18000000715255737,123.53773653,41.93994837
-3.0836406277688684,205.12632997737515,0.20999999344348907,123.53774286,41.93994838
-2.5586599188535097,205.1285489027111,0.23000000417232513,123.5377492,41.9399484
-1.9856525835504766,205.13076782804706,0.25999999046325684,123.53775612,41.93994842
-1.4598438293716067,205.13298675338302,0.30000001192092896,123.53776247,41.93994844
-0.8851804051134102,205.13631514059858,0.3400000035762787,123.53776941,41.93994847
-0.3585436068759304,205.1396435286025,0.3400000035762787,123.53777577,41.9399485
0.1697492815879696,205.14186245393844,0.33000001311302185,123.53778215,41.93994852
0.6980421696110172,205.14519084115403,0.3199999928474426,123.53778853,41.93994855
1.2271631018956353,205.14851922915796,0.3100000023841858,123.53779492,41.93994858
1.805138705908182,205.15295707982983,0.28999999165534973,123.5378019,41.93994862
2.3359157281496445,205.15517600437747,0.2800000011920929,123.53780831,41.93994864
2.8666927509572684,205.15517600437747,0.2800000011920929,123.53781472,41.93994864
3.3982978186336488,205.1573949297134,0.25999999046325684,123.53782114,41.93994866
3.979585601388355,205.1607233177173,0.23000000417232513,123.53782816,41.93994869
4.512846757812783,205.16294224305324,0.2199999988079071,123.5378346,41.93994871
5.046107916662085,205.16294224305324,0.2199999988079071,123.53784104,41.93994871
5.579369073459713,205.1640517049329,0.20000000298023224,123.53784748,41.93994872
6.114286320998098,205.16627063026885,0.18000000715255737,123.53785394,41.93994874
6.69805823929183,205.1673800929368,0.15000000596046448,123.53786099,41.93994875
7.23380353325268,205.1673800929368,0.12999999523162842,123.53786746,41.93994875
7.7695488259951135,205.1684895556048,0.10000000149011612,123.53787393,41.93994876
8.305294118569517,205.16959901827275,0.05999999865889549,123.5378804,41.93994877
8.842695500487997,205.17070848094073,0.029999999329447746,123.53788689,41.93994878
9.428123511331478,205.17070848094073,0.009999999776482582,123.53789396,41.93994878
9.96552489611517,205.16959901827275,359.9800109863281,123.53790045,41.93994877
10.503754326529982,205.16959901827275,359.92999267578125,123.53790695,41.93994877
11.041155709835166,205.16959901827275,359.8999938964844,123.53791344,41.93994877
11.580213188638162,205.1673800929368,359.8699951171875,123.53791995,41.93994875
12.119270662801501,205.1673800929368,359.8299865722656,123.53792646,41.93994875
12.707182813351912,205.16516116760084,359.7900085449219,123.53793356,41.93994873
13.247068337772536,205.16294224305324,359.760009765625,123.53794008,41.93994871
13.786953862531817,205.1607233177173,359.7300109863281,123.5379466,41.93994869
14.32683938762976,205.15850439238136,359.69000244140625,123.53795312,41.93994867
14.86755296133234,205.15517600437747,359.6499938964844,123.53795965,41.93994864
15.457949251634089,205.15184761716185,359.6099853515625,123.53796678,41.93994861
15.998662822691953,205.1496286918259,359.57000732421875,123.53797331,41.93994859
16.540204442618318,205.14630030382202,359.5400085449219,123.53797985,41.93994856
17.13225682514298,205.1429719166064,359.5,123.537987,41.93994853
17.72348117062646,205.13631514059858,359.4700012207031,123.53799414,41.93994847
18.265850841184996,205.131877290715,359.44000244140625,123.53800069,41.93994843
18.8098766019462,205.12743944004313,359.3900146484375,123.53800726,41.93994839
19.402757034921247,205.1230015901596,359.3599853515625,123.53801442,41.93994835
19.946782798254844,205.1185637394877,359.3500061035156,123.53802099,41.93994831
20.490808567520926,205.1119069642682,359.3299865722656,123.53802756,41.93994825
21.03400628644998,205.10746911359632,359.29998779296875,123.53803412,41.93994821
21.578860098972438,205.10192180104477,359.2699890136719,123.5380407,41.93994816
22.172568588718352,205.09526502582526,359.260009765625,123.53804787,41.9399481
22.718250456141007,205.08749878714949,359.2300109863281,123.53805446,41.93994803
23.26393232111345,205.08084201192997,359.19000244140625,123.53806105,41.93994797
23.807958093844533,205.07529469937845,359.17999267578125,123.53806762,41.93994792
24.354468013190107,205.066418998823,359.1600036621094,123.53807422,41.93994784
25.22721595410738,205.37372693849676,359.989990234375,123.53808476,41.93997765
25.733979429060376,205.37483640037644,0.2199999988079071,123.53809088,41.93997766
26.23743072103954,205.37705532571238,0.28999999165534973,123.53809696,41.93997768
26.73756982863443,205.38038371371627,0.30000001192092896,123.538103,41.93997771
27.26834659664619,205.3837121017202,0.3199999928474426,123.53810941,41.93997774
27.814028168043464,205.38814995160376,0.3100000023841858,123.538116,41.93997778
28.3563975633337,205.39147833960766,0.2800000011920929,123.53812255,41.93997781
28.857364713290803,205.39480672682325,0.25,123.5381286,41.93997784
29.359159912935635,205.3970256521592,0.20999999344348907,123.53813466,41.93997786
29.91726216997518,205.39813511482717,0.1599999964237213,123.5381414,41.93997787
30.472880286572963,205.4003540401631,0.10999999940395355,123.53814811,41.93997789
30.98875224429423,205.4036824273787,0.05999999865889549,123.53815434,41.93997792
31.52449728706239,205.40479189004668,0.009999999776482582,123.53816081,41.93997793
32.08177149877231,205.40590135271464,359.9800109863281,123.53816754,41.93997794
32.58439474610595,205.40701081538262,359.94000244140625,123.53817361,41.93997795
33.09943867755737,205.40590135271464,359.8999938964844,123.53817983,41.93997794
33.65754093213348,205.40701081538262,359.8299865722656,123.53818657,41.93997795
34.1816933470675,205.40812027805057,359.75,123.5381929,41.93997796
34.74724803382077,205.4036824273787,359.6400146484375,123.53819973,41.93997792
35.28133699831005,205.40257296549908,359.5400085449219,123.53820618,41.93997791
35.78230417228044,205.4003540401631,359.44000244140625,123.53821223,41.93997789
36.289067677815886,205.39480672682325,359.3500061035156,123.53821835,41.93997784
36.841373648650794,205.3903688769397,359.2699890136719,123.53822502,41.9399778
37.36138588108252,205.3837121017202,359.2300109863281,123.5382313,41.93997774
37.88719442157027,205.37816478838033,359.2099914550781,123.53823765,41.93997769
38.462685657531836,205.3726174758288,359.2300109863281,123.5382446,41.93997764
39.00422704743852,205.36817962515693,359.2699890136719,123.53825114,41.9399776
39.55322085457791,205.36152284993742,359.2900085449219,123.53825777,41.93997754
40.066608713057974,205.3581944619335,359.30999755859375,123.53826397,41.93997751
40.58579288623488,205.35486607471793,359.29998779296875,123.53827024,41.93997748
41.110773393457706,205.34820929871006,359.2699890136719,123.53827658,41.93997742
41.64320630583972,205.34155252349058,359.25,123.53828301,41.93997736
42.22614995190167,205.33600521093905,359.2200012207031,123.53829005,41.93997731
42.77017548130661,205.33156736026717,359.17999267578125,123.53829662,41.93997727
43.272798766175185,205.3271295095953,359.1400146484375,123.53830269,41.93997723
43.822620632952734,205.3193632717078,359.0899963378906,123.53830933,41.93997716
44.3285561131573,205.3127064964883,359.04998779296875,123.53831544,41.9399771
44.83780378007846,205.30494025860082,359.010009765625,123.53832159,41.93997703
45.348707532139805,205.29828348259298,359.0,123.53832776,41.93997697
45.86540761381333,205.28940778203753,359.0199890136719,123.538334,41.93997689
46.43344646630006,205.28275100681805,359.0299987792969,123.53834086,41.93997683
46.95842698437629,205.27609423159853,359.0400085449219,123.5383472,41.93997677
47.48837577960123,205.26832799371107,359.04998779296875,123.5383536,41.9399767
48.02246479396102,205.26167121770325,359.05999755859375,123.53836005,41.93997664
48.560694050061855,205.2527955171478,359.0799865722656,123.53836655,41.93997656
49.15357425520461,205.2461387419283,359.1099853515625,123.53837371,41.9399765
49.70091199139343,205.23948196670878,359.1400146484375,123.53838032,41.93997644
50.25321799064769,205.23393465336895,359.2099914550781,123.53838699,41.93997639
50.75832543743708,205.22727787814944,359.3299865722656,123.53839309,41.93997633
51.267573094623124,205.22284002747756,359.42999267578125,123.53839924,41.93997629
51.78013291498188,205.22062110292993,359.5199890136719,123.53840543,41.93997627
52.29434881861352,205.21951164026194,359.6199951171875,123.53841164,41.93997626
52.808564729511126,205.217292714926,359.7300109863281,123.53841785,41.93997624
53.37411940972289,205.217292714926,359.8399963378906,123.53842468,41.93997624
53.938018007240785,205.21618325225805,359.94000244140625,123.53843149,41.93997623
54.448921705965056,205.218402177594,0.029999999329447746,123.53843766,41.93997625
54.960653448767935,205.22062110292993,0.10999999940395355,123.53844384,41.93997627
55.47404128122419,205.22284002747756,0.1599999964237213,123.53845004,41.93997629
55.988257157756976,205.2250589528135,0.20000000298023224,123.53845625,41.93997631
56.504129116256316,205.2283873408174,0.23000000417232513,123.53846248,41.93997634
57.07299592959986,205.23393465336895,0.23999999463558197,123.53846935,41.93997639
57.64351885914063,205.2361535787049,0.25,123.53847624,41.93997641
58.16435907566568,205.24059142937676,0.25,123.53848253,41.93997645
58.68685539070972,205.24391981659232,0.20999999344348907,123.53848884,41.93997648
59.21100778594534,205.24835766726423,0.18000000715255737,123.53849517,41.93997652
59.73598824365425,205.2505765926002,0.14000000059604645,123.53850151,41.93997654
60.264280880968556,205.2527955171478,0.10000000149011612,123.53850789,41.93997656
60.84556839218358,205.25501444248374,0.05000000074505806,123.53851491,41.93997658
61.42768395706182,205.2561239051517,0.0,123.53852194,41.93997659
61.95846073868506,205.25723336781968,359.95001220703125,123.53852835,41.9399766
62.49006556335979,205.25834283048763,359.9100036621094,123.53853477,41.93997661
63.02001430896146,205.25834283048763,359.8900146484375,123.53854117,41.93997661
63.54913500899174,205.25834283048763,359.9200134277344,123.53854756,41.93997661
64.07991179898808,205.25834283048763,359.989990234375,123.53855397,41.93997661
64.66451148848166,205.26056175503527,0.05000000074505806,123.53856103,41.93997663
65.25076727780616,205.26167121770325,0.10999999940395355,123.53856811,41.93997664
65.78568426092822,205.26499960570715,0.17000000178813934,123.53857457,41.93997667
66.3752522192287,205.26721853104308,0.23999999463558197,123.53858169,41.93997669
66.96647625544448,205.2705469182587,0.28999999165534973,123.53858883,41.93997672
67.50636149638926,205.27498476893058,0.3499999940395355,123.53859535,41.93997676
68.10089769116432,205.2805320814821,0.4099999964237213,123.53860253,41.93997681
68.69708998456288,205.28496993215398,0.44999998807907104,123.53860973,41.93997685
69.24111542591338,205.29162670737347,0.46000000834465027,123.5386163,41.93997691
69.84144790910904,205.29939294526096,0.46000000834465027,123.53862355,41.93997698
70.3879575058708,205.30383079593284,0.47999998927116394,123.53863015,41.93997702
70.991602177812,205.31048757115235,0.5099999904632568,123.53863744,41.93997708
71.59607490423264,205.3160348844922,0.5299999713897705,123.53864474,41.93997713
72.20220370951067,205.32269165971172,0.550000011920929,123.53865206,41.93997719
72.7553376273866,205.3304578975992,0.5899999737739563,123.53865874,41.93997726
73.30929958843346,205.33822413548666,0.6100000143051147,123.53866543,41.93997733
73.86408961699192,205.34377144882652,0.6299999952316284,123.53867213,41.93997738
74.42136374517371,205.35264714938197,0.6299999952316284,123.53867886,41.93997746
74.97863789429674,205.35930392460148,0.6200000047683716,123.53868559,41.93997752
75.48208912458797,205.365960699821,0.6000000238418579,123.53869167,41.93997758
76.04184740598484,205.3726174758288,0.5799999833106995,123.53869843,41.93997764
76.54778276864656,205.37927425104832,0.5699999928474426,123.53870454,41.9399777
77.11002519557232,205.38482156359981,0.5400000214576721,123.53871133,41.93997775
77.673095679353,205.38925941427172,0.5199999809265137,123.53871813,41.93997779
78.23865027102507,205.3959161894912,0.49000000953674316,123.53872496,41.93997785
78.7478978098182,205.40257296549908,0.4399999976158142,123.53873111,41.93997791
79.25797342931759,205.40590135271464,0.38999998569488525,123.53873727,41.93997794
79.82601216616968,205.4114486660545,0.3499999940395355,123.53874413,41.93997799
80.39487897289871,205.4147770532701,0.30000001192092896,123.538751,41.93997802
80.9082667832887,205.41699597860602,0.25999999046325684,123.5387572,41.93997804
81.47878965225905,205.42254329115758,0.2199999988079071,123.53876409,41.93997809
82.05096866172978,205.42365275382554,0.18000000715255737,123.538771,41.9399781
82.56684059231009,205.42698114182946,0.15000000596046448,123.53877723,41.93997813
83.14150373672915,205.4280906044974,0.10999999940395355,123.53878417,41.93997814
83.65903178263709,205.4292000671654,0.07000000029802322,123.53879042,41.93997815
84.23617903458526,205.43252845438096,0.05000000074505806,123.53879739,41.93997818
84.75536316992194,205.43363791704894,0.05999999865889549,123.53880366,41.93997819
85.33416655106268,205.43363791704894,0.07999999821186066,123.53881065,41.93997819
85.91214187317985,205.4347473797169,0.09000000357627869,123.53881763,41.9399782
86.43546623231379,205.4358568423849,0.09000000357627869,123.53882395,41.93997821
87.0167537214563,205.43807576772085,0.10000000149011612,123.53883097,41.93997823
87.54173417009454,205.4391852303888,0.10999999940395355,123.53883731,41.93997824
88.12550580555613,205.44029469305679,0.12999999523162842,123.53884436,41.93997825
88.71093351684623,205.4425136176044,0.14000000059604645,123.53885143,41.93997827
89.23922614473487,205.44362308027235,0.15000000596046448,123.53885781,41.93997828
89.82465387066321,205.44473254294033,0.1599999964237213,123.53886488,41.93997829
90.41339374671846,205.44806093094425,0.17000000178813934,123.53887199,41.93997832
90.9441705082196,205.4491703936122,0.17000000178813934,123.5388784,41.93997833
91.53373844210506,205.45138931815984,0.18000000715255737,123.53888552,41.93997835
92.06699933865009,205.45249878082782,0.1899999976158142,123.53889196,41.93997836
92.65987942268445,205.4569366314997,0.20000000298023224,123.53889912,41.9399784
93.19479639393936,205.45915555683564,0.2199999988079071,123.53890558,41.93997842
93.79016061099709,205.4635934067192,0.23000000417232513,123.53891277,41.93997846
94.38635290245799,205.46581233205515,0.23999999463558197,123.53891997,41.93997848
94.9237540067874,205.4680312573911,0.25,123.53892646,41.9399785
95.5224304318051,205.47025018193872,0.27000001072883606,123.53893369,41.93997852
96.06562783449358,205.47357856994262,0.2800000011920929,123.53894025,41.93997855
96.60716914675605,205.47690695794654,0.28999999165534973,123.53894679,41.93997858
97.14871047374378,205.47912588328248,0.30000001192092896,123.53895333,41.9399786
97.7531831817525,205.48356373316605,0.30000001192092896,123.53896063,41.93997864
98.29638058119255,205.48689212116994,0.2800000011920929,123.53896719,41.93997867
